Genotype,Trait,Year,Location,Rep,Population,Phenotype,Heritability_Source
GEN_021,brix,2022,Auburn_AL,3,North,12.141420810849882,Ferrão et al. 2021
GEN_022,brix,2022,Auburn_AL,3,South,9.022800001498675,Ferrão et al. 2021
GEN_023,brix,2022,Auburn_AL,3,North,16.825365163283614,Ferrão et al. 2021
GEN_024,brix,2022,Auburn_AL,3,South,11.100121484561695,Ferrão et al. 2021
GEN_025,brix,2022,Auburn_AL,3,North,14.750215838064475,Ferrão et al. 2021
GEN_026,brix,2022,Auburn_AL,3,South,7.288941833858939,Ferrão et al. 2021
GEN_027,brix,2022,Auburn_AL,3,North,11.379296696233924,Ferrão et al. 2021
GEN_028,brix,2022,Auburn_AL,3,North,12.798443795471503,Ferrão et al. 2021
GEN_029,brix,2022,Auburn_AL,3,North,12.12446592015324,Ferrão et al. 2021
GEN_030,brix,2022,Auburn_AL,3,South,13.20428546158553,Ferrão et al. 2021
GEN_031,brix,2022,Auburn_AL,3,North,12.976976079128347,Ferrão et al. 2021
GEN_032,brix,2022,Auburn_AL,3,North,13.069798742381622,Ferrão et al. 2021
GEN_033,brix,2022,Auburn_AL,3,South,9.55676512903008,Ferrão et al. 2021
GEN_034,brix,2022,Auburn_AL,3,North,13.04943662787898,Ferrão et al. 2021
GEN_035,brix,2022,Auburn_AL,3,South,13.706482205820606,Ferrão et al. 2021
GEN_036,brix,2022,Auburn_AL,3,North,11.699695783598056,Ferrão et al. 2021
GEN_037,brix,2022,Auburn_AL,3,North,13.743943604339803,Ferrão et al. 2021
GEN_038,brix,2022,Auburn_AL,3,South,10.363419998034699,Ferrão et al. 2021
GEN_039,brix,2022,Auburn_AL,3,North,11.388425018088268,Ferrão et al. 2021
GEN_040,brix,2022,Auburn_AL,3,North,11.523207451348117,Ferrão et al. 2021
GEN_041,brix,2022,Auburn_AL,3,North,11.088997542048327,Ferrão et al. 2021
GEN_042,brix,2022,Auburn_AL,3,South,11.673794947969256,Ferrão et al. 2021
GEN_043,brix,2022,Auburn_AL,3,North,10.863235121359288,Ferrão et al. 2021
GEN_044,brix,2022,Auburn_AL,3,North,9.364476710944366,Ferrão et al. 2021
GEN_045,brix,2022,Auburn_AL,3,North,15.040609253931995,Ferrão et al. 2021
GEN_046,brix,2022,Auburn_AL,3,North,12.162930659502923,Ferrão et al. 2021
GEN_047,brix,2022,Auburn_AL,3,South,12.862272210031803,Ferrão et al. 2021
GEN_048,brix,2022,Auburn_AL,3,North,11.613551320238583,Ferrão et al. 2021
GEN_049,brix,2022,Auburn_AL,3,North,13.190385231661173,Ferrão et al. 2021
GEN_050,brix,2022,Auburn_AL,3,South,12.429159220878804,Ferrão et al. 2021
GEN_051,brix,2022,Auburn_AL,3,South,9.791127776035125,Ferrão et al. 2021
GEN_052,brix,2022,Auburn_AL,3,North,10.635394590332504,Ferrão et al. 2021
GEN_053,brix,2022,Auburn_AL,3,South,12.090976173758293,Ferrão et al. 2021
GEN_054,brix,2022,Auburn_AL,3,North,13.763308866955946,Ferrão et al. 2021
GEN_055,brix,2022,Auburn_AL,3,North,10.115811258637095,Ferrão et al. 2021
GEN_056,brix,2022,Auburn_AL,3,South,11.875966572691915,Ferrão et al. 2021
GEN_057,brix,2022,Auburn_AL,3,South,13.420218696935953,Ferrão et al. 2021
GEN_058,brix,2022,Auburn_AL,3,North,11.9702599534388,Ferrão et al. 2021
GEN_059,brix,2022,Auburn_AL,3,South,10.530159819006775,Ferrão et al. 2021
GEN_060,brix,2022,Auburn_AL,3,North,12.224018877894512,Ferrão et al. 2021
GEN_061,brix,2022,Auburn_AL,3,North,13.307945959580207,Ferrão et al. 2021
GEN_062,brix,2022,Auburn_AL,3,South,11.856731825538192,Ferrão et al. 2021
GEN_063,brix,2022,Auburn_AL,3,South,11.938606536163354,Ferrão et al. 2021
GEN_064,brix,2022,Auburn_AL,3,North,11.82101633287422,Ferrão et al. 2021
GEN_065,brix,2022,Auburn_AL,3,North,12.089829434690369,Ferrão et al. 2021
GEN_066,brix,2022,Auburn_AL,3,North,10.62254541666549,Ferrão et al. 2021
GEN_067,brix,2022,Auburn_AL,3,North,11.621428684138682,Ferrão et al. 2021
GEN_068,brix,2022,Auburn_AL,3,North,11.463833458094339,Ferrão et al. 2021
GEN_069,brix,2022,Auburn_AL,3,South,12.418834553581716,Ferrão et al. 2021
GEN_070,brix,2022,Auburn_AL,3,North,11.422221478223232,Ferrão et al. 2021
GEN_071,brix,2022,Auburn_AL,3,North,14.954759853865237,Ferrão et al. 2021
GEN_072,brix,2022,Auburn_AL,3,North,13.10204764899659,Ferrão et al. 2021
GEN_073,brix,2022,Auburn_AL,3,North,10.102228977611635,Ferrão et al. 2021
GEN_074,brix,2022,Auburn_AL,3,North,15.298551888811197,Ferrão et al. 2021
GEN_075,brix,2022,Auburn_AL,3,North,13.25883992672245,Ferrão et al. 2021
GEN_076,brix,2022,Auburn_AL,3,North,13.348777159869561,Ferrão et al. 2021
GEN_077,brix,2022,Auburn_AL,3,South,11.691741427875488,Ferrão et al. 2021
GEN_078,brix,2022,Auburn_AL,3,South,11.314520892926407,Ferrão et al. 2021
GEN_079,brix,2022,Auburn_AL,3,North,11.014489282532054,Ferrão et al. 2021
GEN_080,brix,2022,Auburn_AL,3,South,12.976589076905729,Ferrão et al. 2021
GEN_081,brix,2022,Auburn_AL,3,South,13.025053790074942,Ferrão et al. 2021
GEN_082,brix,2022,Auburn_AL,3,North,12.473451868257186,Ferrão et al. 2021
GEN_083,brix,2022,Auburn_AL,3,North,10.920730587636516,Ferrão et al. 2021
GEN_084,brix,2022,Auburn_AL,3,North,17.04594161258825,Ferrão et al. 2021
GEN_085,brix,2022,Auburn_AL,3,South,9.412988453261464,Ferrão et al. 2021
GEN_086,brix,2022,Auburn_AL,3,South,10.586576069045105,Ferrão et al. 2021
GEN_087,brix,2022,Auburn_AL,3,North,12.803452482612371,Ferrão et al. 2021
GEN_088,brix,2022,Auburn_AL,3,South,12.826526811917006,Ferrão et al. 2021
GEN_089,brix,2022,Auburn_AL,3,North,14.25092128884398,Ferrão et al. 2021
GEN_090,brix,2022,Auburn_AL,3,South,13.829390034332466,Ferrão et al. 2021
GEN_091,brix,2022,Auburn_AL,3,South,13.054666572248568,Ferrão et al. 2021
GEN_092,brix,2022,Auburn_AL,3,South,13.863593686850535,Ferrão et al. 2021
GEN_093,brix,2022,Auburn_AL,3,South,12.142691072402446,Ferrão et al. 2021
GEN_094,brix,2022,Auburn_AL,3,North,12.79708870894255,Ferrão et al. 2021
GEN_095,brix,2022,Auburn_AL,3,North,13.892065621728893,Ferrão et al. 2021
GEN_096,brix,2022,Auburn_AL,3,North,11.03167803134384,Ferrão et al. 2021
GEN_097,brix,2022,Auburn_AL,3,South,9.096027872320693,Ferrão et al. 2021
GEN_098,brix,2022,Auburn_AL,3,South,10.828891828860893,Ferrão et al. 2021
GEN_099,brix,2022,Auburn_AL,3,North,12.492508444790111,Ferrão et al. 2021
GEN_100,brix,2022,Auburn_AL,3,North,12.351737140968334,Ferrão et al. 2021
GEN_001,brix,2022,Citra_FL,1,North,9.70094889827233,Ferrão et al. 2021
GEN_002,brix,2022,Citra_FL,1,North,14.227608820817323,Ferrão et al. 2021
GEN_003,brix,2022,Citra_FL,1,South,13.876703129660601,Ferrão et al. 2021
GEN_004,brix,2022,Citra_FL,1,South,10.307142558426886,Ferrão et al. 2021
GEN_005,brix,2022,Citra_FL,1,South,13.238297402828099,Ferrão et al. 2021
GEN_006,brix,2022,Citra_FL,1,North,12.185236036985119,Ferrão et al. 2021
GEN_007,brix,2022,Citra_FL,1,North,9.52009069629694,Ferrão et al. 2021
GEN_008,brix,2022,Citra_FL,1,South,14.332646446627813,Ferrão et al. 2021
GEN_009,brix,2022,Citra_FL,1,South,8.00798462553145,Ferrão et al. 2021
GEN_010,brix,2022,Citra_FL,1,South,12.980725550731199,Ferrão et al. 2021
GEN_011,brix,2022,Citra_FL,1,South,13.782499007099533,Ferrão et al. 2021
GEN_012,brix,2022,Citra_FL,1,North,6.141867517538825,Ferrão et al. 2021
GEN_013,brix,2022,Citra_FL,1,South,10.419502884456845,Ferrão et al. 2021
GEN_014,brix,2022,Citra_FL,1,North,12.757211171594765,Ferrão et al. 2021
GEN_015,brix,2022,Citra_FL,1,South,12.177670520515216,Ferrão et al. 2021
GEN_016,brix,2022,Citra_FL,1,North,14.06750247585863,Ferrão et al. 2021
GEN_017,brix,2022,Citra_FL,1,North,14.297915191190636,Ferrão et al. 2021
GEN_018,brix,2022,Citra_FL,1,South,12.793481765905241,Ferrão et al. 2021
GEN_019,brix,2022,Citra_FL,1,North,9.831360978626433,Ferrão et al. 2021
GEN_020,brix,2022,Citra_FL,1,North,8.01308249880977,Ferrão et al. 2021
GEN_021,brix,2022,Citra_FL,1,North,12.265381347650866,Ferrão et al. 2021
GEN_022,brix,2022,Citra_FL,1,South,9.888047547479637,Ferrão et al. 2021
GEN_023,brix,2022,Citra_FL,1,North,16.635334675960994,Ferrão et al. 2021
GEN_024,brix,2022,Citra_FL,1,South,11.135887454444275,Ferrão et al. 2021
GEN_025,brix,2022,Citra_FL,1,North,12.17604851055755,Ferrão et al. 2021
GEN_026,brix,2022,Citra_FL,1,South,8.607628030270698,Ferrão et al. 2021
GEN_027,brix,2022,Citra_FL,1,North,12.857599994493276,Ferrão et al. 2021
GEN_028,brix,2022,Citra_FL,1,North,14.08394883223447,Ferrão et al. 2021
GEN_029,brix,2022,Citra_FL,1,North,12.310874050568817,Ferrão et al. 2021
GEN_030,brix,2022,Citra_FL,1,South,12.96930017975687,Ferrão et al. 2021
GEN_031,brix,2022,Citra_FL,1,North,12.171522859628142,Ferrão et al. 2021
GEN_032,brix,2022,Citra_FL,1,North,12.806866784400613,Ferrão et al. 2021
GEN_033,brix,2022,Citra_FL,1,South,7.86903513992659,Ferrão et al. 2021
GEN_034,brix,2022,Citra_FL,1,North,10.217296837614274,Ferrão et al. 2021
GEN_035,brix,2022,Citra_FL,1,South,14.997400583294862,Ferrão et al. 2021
GEN_036,brix,2022,Citra_FL,1,North,8.247030526800646,Ferrão et al. 2021
GEN_037,brix,2022,Citra_FL,1,North,14.867666610472465,Ferrão et al. 2021
GEN_038,brix,2022,Citra_FL,1,South,9.302149959158742,Ferrão et al. 2021
GEN_039,brix,2022,Citra_FL,1,North,10.093557639716682,Ferrão et al. 2021
GEN_040,brix,2022,Citra_FL,1,North,11.6307784277395,Ferrão et al. 2021
GEN_041,brix,2022,Citra_FL,1,North,10.039786396005123,Ferrão et al. 2021
GEN_042,brix,2022,Citra_FL,1,South,12.3313264998187,Ferrão et al. 2021
GEN_043,brix,2022,Citra_FL,1,North,8.953264403191369,Ferrão et al. 2021
GEN_044,brix,2022,Citra_FL,1,North,9.92506974827258,Ferrão et al. 2021
GEN_045,brix,2022,Citra_FL,1,North,12.44981646659864,Ferrão et al. 2021
GEN_046,brix,2022,Citra_FL,1,North,13.675710918427955,Ferrão et al. 2021
GEN_047,brix,2022,Citra_FL,1,South,12.129242787853489,Ferrão et al. 2021
GEN_048,brix,2022,Citra_FL,1,North,11.099304037105778,Ferrão et al. 2021
GEN_049,brix,2022,Citra_FL,1,North,15.331620296064399,Ferrão et al. 2021
GEN_050,brix,2022,Citra_FL,1,South,12.005869221013445,Ferrão et al. 2021
GEN_051,brix,2022,Citra_FL,1,South,10.593486848640486,Ferrão et al. 2021
GEN_052,brix,2022,Citra_FL,1,North,9.994468176106775,Ferrão et al. 2021
GEN_053,brix,2022,Citra_FL,1,South,13.864436997621914,Ferrão et al. 2021
GEN_054,brix,2022,Citra_FL,1,North,15.563677255581673,Ferrão et al. 2021
GEN_055,brix,2022,Citra_FL,1,North,10.76887403243956,Ferrão et al. 2021
GEN_056,brix,2022,Citra_FL,1,South,7.980322611506941,Ferrão et al. 2021
GEN_057,brix,2022,Citra_FL,1,South,12.010696465572947,Ferrão et al. 2021
GEN_058,brix,2022,Citra_FL,1,North,11.606689291067969,Ferrão et al. 2021
GEN_059,brix,2022,Citra_FL,1,South,13.034369090907548,Ferrão et al. 2021
GEN_060,brix,2022,Citra_FL,1,North,11.238484496597955,Ferrão et al. 2021
GEN_061,brix,2022,Citra_FL,1,North,12.356921336617846,Ferrão et al. 2021
GEN_062,brix,2022,Citra_FL,1,South,11.24500608274813,Ferrão et al. 2021
GEN_063,brix,2022,Citra_FL,1,South,13.107317327344601,Ferrão et al. 2021
GEN_064,brix,2022,Citra_FL,1,North,9.254145478673777,Ferrão et al. 2021
GEN_065,brix,2022,Citra_FL,1,North,10.291123868623556,Ferrão et al. 2021
GEN_066,brix,2022,Citra_FL,1,North,9.331229393584078,Ferrão et al. 2021
GEN_067,brix,2022,Citra_FL,1,North,12.72910188188039,Ferrão et al. 2021
GEN_068,brix,2022,Citra_FL,1,North,10.439688104111537,Ferrão et al. 2021
GEN_069,brix,2022,Citra_FL,1,South,12.077482444181253,Ferrão et al. 2021
GEN_070,brix,2022,Citra_FL,1,North,11.842843937902117,Ferrão et al. 2021
GEN_071,brix,2022,Citra_FL,1,North,12.400885635359533,Ferrão et al. 2021
GEN_072,brix,2022,Citra_FL,1,North,12.508349700319952,Ferrão et al. 2021
GEN_073,brix,2022,Citra_FL,1,North,9.8835036567562,Ferrão et al. 2021
GEN_074,brix,2022,Citra_FL,1,North,14.840223531445835,Ferrão et al. 2021
GEN_075,brix,2022,Citra_FL,1,North,14.955198915851,Ferrão et al. 2021
GEN_076,brix,2022,Citra_FL,1,North,11.447110994838207,Ferrão et al. 2021
GEN_077,brix,2022,Citra_FL,1,South,13.199352874153986,Ferrão et al. 2021
GEN_078,brix,2022,Citra_FL,1,South,9.727729663558744,Ferrão et al. 2021
GEN_079,brix,2022,Citra_FL,1,North,10.850308771066247,Ferrão et al. 2021
GEN_080,brix,2022,Citra_FL,1,South,9.739642310861583,Ferrão et al. 2021
GEN_081,brix,2022,Citra_FL,1,South,11.987447666486434,Ferrão et al. 2021
GEN_082,brix,2022,Citra_FL,1,North,12.97332636573898,Ferrão et al. 2021
GEN_083,brix,2022,Citra_FL,1,North,12.46020258801224,Ferrão et al. 2021
GEN_084,brix,2022,Citra_FL,1,North,15.060782717307676,Ferrão et al. 2021
GEN_085,brix,2022,Citra_FL,1,South,9.30103714886061,Ferrão et al. 2021
GEN_086,brix,2022,Citra_FL,1,South,9.02949882575785,Ferrão et al. 2021
GEN_087,brix,2022,Citra_FL,1,North,13.062181462627978,Ferrão et al. 2021
GEN_088,brix,2022,Citra_FL,1,South,11.903634212511271,Ferrão et al. 2021
GEN_089,brix,2022,Citra_FL,1,North,11.519661916615073,Ferrão et al. 2021
GEN_090,brix,2022,Citra_FL,1,South,12.818397511605017,Ferrão et al. 2021
GEN_091,brix,2022,Citra_FL,1,South,8.58270947452524,Ferrão et al. 2021
GEN_092,brix,2022,Citra_FL,1,South,10.982125146943645,Ferrão et al. 2021
GEN_093,brix,2022,Citra_FL,1,South,9.953269285535375,Ferrão et al. 2021
GEN_094,brix,2022,Citra_FL,1,North,12.628969649400865,Ferrão et al. 2021
GEN_095,brix,2022,Citra_FL,1,North,12.079807479544716,Ferrão et al. 2021
GEN_096,brix,2022,Citra_FL,1,North,13.32016942609171,Ferrão et al. 2021
GEN_097,brix,2022,Citra_FL,1,South,11.85493160241141,Ferrão et al. 2021
GEN_098,brix,2022,Citra_FL,1,South,10.562494558502538,Ferrão et al. 2021
GEN_099,brix,2022,Citra_FL,1,North,12.39292640721292,Ferrão et al. 2021
GEN_100,brix,2022,Citra_FL,1,North,13.559007626546224,Ferrão et al. 2021
GEN_001,brix,2022,Citra_FL,2,North,7.619209124970532,Ferrão et al. 2021
GEN_002,brix,2022,Citra_FL,2,North,15.007845247514306,Ferrão et al. 2021
GEN_003,brix,2022,Citra_FL,2,South,12.78529472531003,Ferrão et al. 2021
GEN_004,brix,2022,Citra_FL,2,South,11.087546758139132,Ferrão et al. 2021
GEN_005,brix,2022,Citra_FL,2,South,12.563644314631231,Ferrão et al. 2021
GEN_006,brix,2022,Citra_FL,2,North,14.6175059980121,Ferrão et al. 2021
GEN_007,brix,2022,Citra_FL,2,North,11.01773788915731,Ferrão et al. 2021
GEN_008,brix,2022,Citra_FL,2,South,13.55062359846443,Ferrão et al. 2021
GEN_009,brix,2022,Citra_FL,2,South,7.527467091805818,Ferrão et al. 2021
GEN_010,brix,2022,Citra_FL,2,South,11.725437252855148,Ferrão et al. 2021
GEN_011,brix,2022,Citra_FL,2,South,11.987758293207836,Ferrão et al. 2021
GEN_012,brix,2022,Citra_FL,2,North,9.057595840331137,Ferrão et al. 2021
GEN_013,brix,2022,Citra_FL,2,South,11.307873238952869,Ferrão et al. 2021
GEN_014,brix,2022,Citra_FL,2,North,11.21980564412844,Ferrão et al. 2021
GEN_015,brix,2022,Citra_FL,2,South,16.103949132308962,Ferrão et al. 2021
GEN_016,brix,2022,Citra_FL,2,North,14.537964838577201,Ferrão et al. 2021
GEN_017,brix,2022,Citra_FL,2,North,13.237836733763608,Ferrão et al. 2021
GEN_018,brix,2022,Citra_FL,2,South,10.764587546207991,Ferrão et al. 2021
GEN_019,brix,2022,Citra_FL,2,North,9.404847182064207,Ferrão et al. 2021
GEN_020,brix,2022,Citra_FL,2,North,10.740146073005379,Ferrão et al. 2021
GEN_021,brix,2022,Citra_FL,2,North,12.171558139415126,Ferrão et al. 2021
GEN_022,brix,2022,Citra_FL,2,South,8.829522917460123,Ferrão et al. 2021
GEN_023,brix,2022,Citra_FL,2,North,14.533678327814716,Ferrão et al. 2021
GEN_024,brix,2022,Citra_FL,2,South,12.998065412554489,Ferrão et al. 2021
GEN_025,brix,2022,Citra_FL,2,North,11.871693059011037,Ferrão et al. 2021
GEN_026,brix,2022,Citra_FL,2,South,7.985708679481113,Ferrão et al. 2021
GEN_027,brix,2022,Citra_FL,2,North,10.269795626158214,Ferrão et al. 2021
GEN_028,brix,2022,Citra_FL,2,North,11.081463290697624,Ferrão et al. 2021
GEN_029,brix,2022,Citra_FL,2,North,15.012507392205729,Ferrão et al. 2021
GEN_030,brix,2022,Citra_FL,2,South,12.403487119512285,Ferrão et al. 2021
GEN_031,brix,2022,Citra_FL,2,North,12.410118149656471,Ferrão et al. 2021
GEN_032,brix,2022,Citra_FL,2,North,11.792962453905842,Ferrão et al. 2021
GEN_033,brix,2022,Citra_FL,2,South,11.004228313407827,Ferrão et al. 2021
GEN_034,brix,2022,Citra_FL,2,North,13.297364829417239,Ferrão et al. 2021
GEN_035,brix,2022,Citra_FL,2,South,15.721800058010585,Ferrão et al. 2021
GEN_036,brix,2022,Citra_FL,2,North,7.7291154352864435,Ferrão et al. 2021
GEN_037,brix,2022,Citra_FL,2,North,14.69115682369617,Ferrão et al. 2021
GEN_038,brix,2022,Citra_FL,2,South,10.643691189330692,Ferrão et al. 2021
GEN_039,brix,2022,Citra_FL,2,North,8.943958173560913,Ferrão et al. 2021
GEN_040,brix,2022,Citra_FL,2,North,11.45181715530447,Ferrão et al. 2021
GEN_041,brix,2022,Citra_FL,2,North,10.597295881833908,Ferrão et al. 2021
GEN_042,brix,2022,Citra_FL,2,South,12.564270369378988,Ferrão et al. 2021
GEN_043,brix,2022,Citra_FL,2,North,10.69196362716852,Ferrão et al. 2021
GEN_044,brix,2022,Citra_FL,2,North,8.51678094871967,Ferrão et al. 2021
GEN_045,brix,2022,Citra_FL,2,North,13.220847166556698,Ferrão et al. 2021
GEN_046,brix,2022,Citra_FL,2,North,11.058175164761115,Ferrão et al. 2021
GEN_047,brix,2022,Citra_FL,2,South,10.968656184486367,Ferrão et al. 2021
GEN_048,brix,2022,Citra_FL,2,North,8.707635580062645,Ferrão et al. 2021
GEN_049,brix,2022,Citra_FL,2,North,13.780493306003306,Ferrão et al. 2021
GEN_050,brix,2022,Citra_FL,2,South,10.63700815030993,Ferrão et al. 2021
GEN_051,brix,2022,Citra_FL,2,South,11.009804549561713,Ferrão et al. 2021
GEN_052,brix,2022,Citra_FL,2,North,8.558677712354518,Ferrão et al. 2021
GEN_053,brix,2022,Citra_FL,2,South,12.453601270474435,Ferrão et al. 2021
GEN_054,brix,2022,Citra_FL,2,North,13.65421541070715,Ferrão et al. 2021
GEN_055,brix,2022,Citra_FL,2,North,11.234589206729874,Ferrão et al. 2021
GEN_056,brix,2022,Citra_FL,2,South,12.558560678740974,Ferrão et al. 2021
GEN_057,brix,2022,Citra_FL,2,South,12.919134047658572,Ferrão et al. 2021
GEN_058,brix,2022,Citra_FL,2,North,12.695340808120111,Ferrão et al. 2021
GEN_059,brix,2022,Citra_FL,2,South,13.688442692092744,Ferrão et al. 2021
GEN_060,brix,2022,Citra_FL,2,North,11.959950744678407,Ferrão et al. 2021
GEN_061,brix,2022,Citra_FL,2,North,10.75464706159852,Ferrão et al. 2021
GEN_062,brix,2022,Citra_FL,2,South,14.175405263900178,Ferrão et al. 2021
GEN_063,brix,2022,Citra_FL,2,South,11.792776878629358,Ferrão et al. 2021
GEN_064,brix,2022,Citra_FL,2,North,10.796516004709387,Ferrão et al. 2021
GEN_065,brix,2022,Citra_FL,2,North,12.416982881200047,Ferrão et al. 2021
GEN_066,brix,2022,Citra_FL,2,North,11.011764251768891,Ferrão et al. 2021
GEN_067,brix,2022,Citra_FL,2,North,11.851922679705078,Ferrão et al. 2021
GEN_068,brix,2022,Citra_FL,2,North,11.802988258668345,Ferrão et al. 2021
GEN_069,brix,2022,Citra_FL,2,South,13.453019416277014,Ferrão et al. 2021
GEN_070,brix,2022,Citra_FL,2,North,11.983276903089815,Ferrão et al. 2021
GEN_071,brix,2022,Citra_FL,2,North,11.592747052861759,Ferrão et al. 2021
GEN_072,brix,2022,Citra_FL,2,North,12.532090561407522,Ferrão et al. 2021
GEN_073,brix,2022,Citra_FL,2,North,8.592144996069358,Ferrão et al. 2021
GEN_074,brix,2022,Citra_FL,2,North,14.765826461654058,Ferrão et al. 2021
GEN_075,brix,2022,Citra_FL,2,North,13.088063064969393,Ferrão et al. 2021
GEN_076,brix,2022,Citra_FL,2,North,12.90113884255291,Ferrão et al. 2021
GEN_077,brix,2022,Citra_FL,2,South,9.937201473827853,Ferrão et al. 2021
GEN_078,brix,2022,Citra_FL,2,South,11.339072299296106,Ferrão et al. 2021
GEN_079,brix,2022,Citra_FL,2,North,9.290199000712516,Ferrão et al. 2021
GEN_080,brix,2022,Citra_FL,2,South,9.766647153625902,Ferrão et al. 2021
GEN_081,brix,2022,Citra_FL,2,South,11.901560659472198,Ferrão et al. 2021
GEN_082,brix,2022,Citra_FL,2,North,11.63968214547063,Ferrão et al. 2021
GEN_083,brix,2022,Citra_FL,2,North,12.739658588251688,Ferrão et al. 2021
GEN_084,brix,2022,Citra_FL,2,North,15.195220103251017,Ferrão et al. 2021
GEN_085,brix,2022,Citra_FL,2,South,9.99363359327519,Ferrão et al. 2021
GEN_086,brix,2022,Citra_FL,2,South,8.069484913250507,Ferrão et al. 2021
GEN_087,brix,2022,Citra_FL,2,North,13.875757415810737,Ferrão et al. 2021
GEN_088,brix,2022,Citra_FL,2,South,15.766179482093367,Ferrão et al. 2021
GEN_089,brix,2022,Citra_FL,2,North,13.421387890810383,Ferrão et al. 2021
GEN_090,brix,2022,Citra_FL,2,South,10.962334427951228,Ferrão et al. 2021
GEN_091,brix,2022,Citra_FL,2,South,9.224380277231349,Ferrão et al. 2021
GEN_092,brix,2022,Citra_FL,2,South,13.113488880421395,Ferrão et al. 2021
GEN_093,brix,2022,Citra_FL,2,South,8.176978346932183,Ferrão et al. 2021
GEN_094,brix,2022,Citra_FL,2,North,13.969415027348838,Ferrão et al. 2021
GEN_095,brix,2022,Citra_FL,2,North,11.065935266650026,Ferrão et al. 2021
GEN_096,brix,2022,Citra_FL,2,North,12.50719897785108,Ferrão et al. 2021
GEN_097,brix,2022,Citra_FL,2,South,8.607572328090498,Ferrão et al. 2021
GEN_098,brix,2022,Citra_FL,2,South,10.8939755787571,Ferrão et al. 2021
GEN_099,brix,2022,Citra_FL,2,North,11.73952502594402,Ferrão et al. 2021
GEN_100,brix,2022,Citra_FL,2,North,14.079082584334445,Ferrão et al. 2021
GEN_001,brix,2022,Citra_FL,3,North,9.515668025339922,Ferrão et al. 2021
GEN_002,brix,2022,Citra_FL,3,North,10.500121951929879,Ferrão et al. 2021
GEN_003,brix,2022,Citra_FL,3,South,13.94198904605711,Ferrão et al. 2021
GEN_004,brix,2022,Citra_FL,3,South,10.943389809748128,Ferrão et al. 2021
GEN_005,brix,2022,Citra_FL,3,South,11.363702428479051,Ferrão et al. 2021
GEN_006,brix,2022,Citra_FL,3,North,12.403335605931257,Ferrão et al. 2021
GEN_007,brix,2022,Citra_FL,3,North,9.883691246831336,Ferrão et al. 2021
GEN_008,brix,2022,Citra_FL,3,South,12.840522511410343,Ferrão et al. 2021
GEN_009,brix,2022,Citra_FL,3,South,10.299896179524499,Ferrão et al. 2021
GEN_010,brix,2022,Citra_FL,3,South,14.094823434964878,Ferrão et al. 2021
GEN_011,brix,2022,Citra_FL,3,South,13.556108531746046,Ferrão et al. 2021
GEN_012,brix,2022,Citra_FL,3,North,8.977873645470432,Ferrão et al. 2021
GEN_013,brix,2022,Citra_FL,3,South,10.930823150126681,Ferrão et al. 2021
GEN_014,brix,2022,Citra_FL,3,North,9.396676186843559,Ferrão et al. 2021
GEN_015,brix,2022,Citra_FL,3,South,12.119453677253555,Ferrão et al. 2021
GEN_016,brix,2022,Citra_FL,3,North,14.63470116713743,Ferrão et al. 2021
GEN_017,brix,2022,Citra_FL,3,North,14.225749866857079,Ferrão et al. 2021
GEN_018,brix,2022,Citra_FL,3,South,13.363625182799813,Ferrão et al. 2021
GEN_019,brix,2022,Citra_FL,3,North,10.972555049120322,Ferrão et al. 2021
GEN_020,brix,2022,Citra_FL,3,North,10.75283460818743,Ferrão et al. 2021
GEN_021,brix,2022,Citra_FL,3,North,13.193716337318751,Ferrão et al. 2021
GEN_022,brix,2022,Citra_FL,3,South,9.89383735150731,Ferrão et al. 2021
GEN_023,brix,2022,Citra_FL,3,North,15.851665364952948,Ferrão et al. 2021
GEN_024,brix,2022,Citra_FL,3,South,10.777683344910022,Ferrão et al. 2021
GEN_025,brix,2022,Citra_FL,3,North,13.526415496401768,Ferrão et al. 2021
GEN_026,brix,2022,Citra_FL,3,South,8.228176177385276,Ferrão et al. 2021
GEN_027,brix,2022,Citra_FL,3,North,10.662014642225875,Ferrão et al. 2021
GEN_028,brix,2022,Citra_FL,3,North,13.775891516642156,Ferrão et al. 2021
GEN_029,brix,2022,Citra_FL,3,North,14.1229074176448,Ferrão et al. 2021
GEN_030,brix,2022,Citra_FL,3,South,12.401814512294607,Ferrão et al. 2021
GEN_031,brix,2022,Citra_FL,3,North,13.284239664568487,Ferrão et al. 2021
GEN_032,brix,2022,Citra_FL,3,North,14.534492838768156,Ferrão et al. 2021
GEN_033,brix,2022,Citra_FL,3,South,9.199989321838812,Ferrão et al. 2021
GEN_034,brix,2022,Citra_FL,3,North,9.38867988331784,Ferrão et al. 2021
GEN_035,brix,2022,Citra_FL,3,South,13.786785168914157,Ferrão et al. 2021
GEN_036,brix,2022,Citra_FL,3,North,8.472280158986413,Ferrão et al. 2021
GEN_037,brix,2022,Citra_FL,3,North,13.498456260293818,Ferrão et al. 2021
GEN_038,brix,2022,Citra_FL,3,South,11.707723406922705,Ferrão et al. 2021
GEN_039,brix,2022,Citra_FL,3,North,8.560311260125177,Ferrão et al. 2021
GEN_040,brix,2022,Citra_FL,3,North,11.7142182145273,Ferrão et al. 2021
GEN_041,brix,2022,Citra_FL,3,North,9.772210826790598,Ferrão et al. 2021
GEN_042,brix,2022,Citra_FL,3,South,12.905998451503947,Ferrão et al. 2021
